Module,#,Table,No.,Name,Datatype,Representation,Description,Level,Key,Ref Field,Ref Table,Kind,Dictionary Entry Name,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Occurrence Min,Occurrence Max,XBRL GL Taxonomy Element
Inventory,62,INV_Transaction,20,Inventory_Document_Line_Number,String,%10s,The number of the inventory document line. This number is generated either by manual input or by the system.,2,,,,BBIE,ADC_ Inventory Transaction. Line_Number. Code,ADC,Inventory Transaction,,Line_Number,,Code,,,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Inventory,62,INV_Transaction,21,Status,String,%30s,"The status of the inventory document. EXAMPLE New, Save, Submit, Void and Frozen.",2,,,,BBIE,ADC_ Inventory Transaction. Status,ADC,Inventory Transaction,,Status,,Text,,,0,1,
Inventory,62,INV_Transaction,22,Inventory_Organization_Code,String,%25s,"The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table. Inventory Organization refers to the organizational unit, physical or virtual, where the inventory transaction and balances may be tracked and monitored. It provides inventory information to modules like purchase and sales. The simplest form of inventory organization is warehouse.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Inventory Transaction. Inventory Organization. ADC_ Business Segment,ADC,Inventory Transaction,,Inventory Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Inventory,62,INV_Transaction,23,,String,%75s,The unique identifier for the inventory item. Typically autogenerated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,RFBIE,ADC_ Inventory Transaction. Corresponding. ADC_ Product,ADC,Inventory Transaction,,Corresponding,,,ADC,Product,0,1,gl-bus:measurableIDOther
Inventory,62,INV_Transaction,24,Lot_Number,String,%60s,The number associated with a product that is used for tracking and managing the lot.,2,,,,BBIE,ADC_ Inventory Transaction. Lot Number. Code,ADC,Inventory Transaction,,Lot Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select “lot” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,62,INV_Transaction,25,Serial_Number,String,%60s,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).",2,,,,BBIE,ADC_ Inventory Transaction. Serial Number. Code,ADC,Inventory Transaction,,Serial Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select “serial” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,62,INV_Transaction,26,Inventory_Required_By,String,%80s,The person or organization that makes requisition for inventory.,2,,,,BBIE,ADC_ Inventory Transaction. Required By _ Person. Identifier,ADC,Inventory Transaction,Required By ,Person,,Identifier,,,0,1,
Inventory,62,INV_Transaction,27,Inventory_From_Location_ID,String,%75s,The unique identifier for the stock trading source location. Typically auto-generated by the system. Shall match the Location_ID in the INV_Location table.,1,REF,Location_ID,INV_Location,RFBIE,ADC_ Inventory Transaction. From. ADC_ Location,ADC,Inventory Transaction,,From,,,ADC,Inventory Location,1,1,"On negative side of transaction, For XBRL GL, this isn’t a single field; use necessary is and Location_ID’s XBRL GL concepts to tie back (need to consider interrelationships with other files)"
Inventory,62,INV_Transaction,28,Inventory_To_Location_ID,String,%75s,The unique identifier for the stock trading destination. Typically autogenerated by the system. Shall match the Location_ID in the INV_Location table.,1,REF,Location_ID,INV_Location,RFBIE,ADC_ Inventory Transaction. To. ADC_ Location,ADC,Inventory Transaction,,To,,,ADC,Inventory Location,1,1,"On positive side of transaction, For XBRL GL, this isn’t a single field; use necessary id and Location_ID’s XBRL GL concepts to tie back (need to consider interrelationships with other files)"
Inventory,62,INV_Transaction,29,Cost_Organization_Code,String,%25s,"The code of the cost organization, which refers to the organizational unit/level where the cost of outbound inventory will be calculated. The calculation may be done at the corporate level, the stocking organization level or at the particular locations where inventory is stored. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Inventory Transaction. Cost Organization. ADC_ Business Segment,ADC,Inventory Transaction,,Cost Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Inventory,62,INV_Transaction,30,Inventory_Cost,Decimal,%22.4f,Cost per unit using the method found in field Inventory_Cost_Method.,2,,,,BBIE,ADC_ Inventory Transaction. Inventory_ Cost. Amount,ADC,Inventory Transaction,Inventory,Cost,,Amount,,,0,1,
Inventory,62,INV_Transaction,31,Transaction_Adjustment_Cost,Decimal,%22.4f,Per unit increase or decrease in stocking cost as represented in field Inventory_Cost_Method of the INV_On_Hand table.,1,,,,BBIE,ADC_ Inventory Transaction. Adjustment_ Cost. Transaction_ Amount,ADC,Inventory Transaction,Adjustment,Cost,Transaction,Amount,,,0,1,
Inventory,62,INV_Transaction,32,INV_System_Or_External_Source,String,%1c,Indicator used to show whether the inventory transaction is originated within or outside the Inventory module. I for internally initiated transaction and E for externally initiated one. EXAMPLE Purchase or sale.,1,,,,BBIE,ADC_ Inventory Transaction. System Or External Source. Indicator,ADC,Inventory Transaction,,System Or External Source,,Code,,,0,1,
Inventory,62,INV_Transaction,33,INV_Received_and_Dispatched_Flag,Boolean,%1c,"This indicates whether the inventory is received or dispatched. EXAMPLE 0 means inventory received, and 1 means inventory dispatched.",2,,,,BBIE,ADC_ Inventory Transaction. Inventory Received and Dispatched. Indicator,ADC,Inventory Transaction,,Inventory Received and Dispatched,,Indicator,,,0,1,
Inventory,62,INV_Transaction,34,Posted_User_ID,String,%25s,The unique identifier for the person who posted the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.,2,REF,User_ID,BAS_User,RFBIE,ADC_ Inventory Transaction. Posted By. ADC_ User,ADC,Inventory Transaction,,Posted By,,,ADC,User,0,1,
Inventory,62,INV_Transaction,35,Posted_Date,Date,%10c,The date when the transaction is posted into the system.,2,,,,BBIE,ADC_ Inventory Transaction. Posted. Date,ADC,Inventory Transaction,,Posted,,Date,,,0,1,
Inventory,62,INV_Transaction,36,Posted_Time,Time,%8c,The time particular transaction is posted.,2,,,,BBIE,ADC_ Inventory Transaction. Posted. Time,ADC,Inventory Transaction,,Posted,,Time,,,0,1,
Inventory,62,INV_Transaction,37,,,,,1,,,,ASBIE,ADC_ Inventory Transaction. Recorded. ADC_ User Activity,ADC,Inventory Transaction,,Recorded,,,ADC,User Activity,0,n,
Inventory,62,INV_Transaction,38,GL_Line_Debit_Account_Number,String,%100s,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Inventory Transaction. Debit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Inventory Transaction,Debit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
Inventory,62,INV_Transaction,39,GL_Line_Credit_Account_Number,String,%100s,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Inventory Transaction. Credit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Inventory Transaction,Credit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"
Inventory,62,INV_Transaction,40,,,,,1,,,,ASBIE,ADC_ Inventory Transaction. X. ADC_ Business Segment,ADC,Inventory Transaction,,X,,,ADC,Business Segment,0,n,
Inventory,63,INV_Physical_Inventory,0,,,,The quantities on hand as of the date of the physical inventory count as well as the flow information are contained in Table 131.,,,,,ABIE,ADC_ Physical Inventory. Details,ADC,Physical Inventory,,,,,,,,,
Inventory,63,INV_Physical_Inventory,2,Inventory_Count_Sheet_ID,String,%60s,The unique identifier for the inventory count sheet. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Physical Inventory. Corresponding. Code,ADC,Physical Inventory,,Corresponding,,Code,,,1,1,
Inventory,63,INV_Physical_Inventory,3,Inventory_Count_Sheet_Number,String,%80s,The number of the inventory count sheet. This number is generated either by manual input or by the system.,2,,,,BBIE,ADC_ Physical Inventory. Count Sheet Number. Identifier,ADC,Physical Inventory,,Count Sheet Number,,Identifier,,,0,1,
Inventory,63,INV_Physical_Inventory,4,Inventory_Count_Sheet_Line_ID,String,%60s,The unique identifier for the inventory count sheet line. Typically autogenerated by the system.,1,PK,,,IDBIE,ADC_ Physical Inventory. Corresponding. Code,ADC,Physical Inventory,,Corresponding,,Code,,,1,1,
Inventory,63,INV_Physical_Inventory,5,INV_Count_Sheet_Line_Number,String,%10s,The number of the line of the inventory count sheet. This number is generated either by manual input or by the system.,2,,,,BBIE,ADC_ Physical Inventory. Count Sheet Line Number. identifier,ADC,Physical Inventory,,Count Sheet Line Number,,identifier,,,0,1,
Inventory,63,INV_Physical_Inventory,6,,String,%75s,The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,RFBIE,ADC_ Physical Inventory. Corresponding. ADC_ Product,ADC,Physical Inventory,,Corresponding,,,ADC,Product,0,1,gl-bus:measurableIDOther
Inventory,63,INV_Physical_Inventory,7,Location_ID,String,%75s,The unique identifier for the organizations. Shall be a valid entry in INV_Location. Typically autogenerated by the system and used for data linking. Shall match the Location_ID in the INV_Location table.,1,REF,Location_ID,INV_Location,RFBIE,ADC_ Physical Inventory. Locatied. ADC_ Location,ADC,Physical Inventory,,Located,,,ADC,Inventory Location,0,1,
Inventory,63,INV_Physical_Inventory,8,Inventory_Organization_Code,String,%25s,The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Physical Inventory. Inventory Organization. ADC_ Business Segment,ADC,Physical Inventory,,Inventory Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Inventory,63,INV_Physical_Inventory,9,Lot_Number,String,%60s,The number associated with a product that is used for tracking and managing the lot.,2,,,,BBIE,ADC_ Physical Inventory. Lot Number. Code,ADC,Physical Inventory,,Lot Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select “lot” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,63,INV_Physical_Inventory,10,Serial_Number,String,%60s,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).",2,,,,BBIE,ADC_ Physical Inventory. Serial Number. Code,ADC,Physical Inventory,,Serial Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select “serial” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,63,INV_Physical_Inventory,11,Bin_ID,String,%25s,Optional identifier for the sublocation. Code used in the system.,2,,,,BBIE,ADC_ Physical Inventory. Bin ID. Code,ADC,Physical Inventory,,Bin ID,,Code,,,0,1,
Inventory,63,INV_Physical_Inventory,12,Count_Date,Date,%10c,The date of the physical count.,1,,,,BBIE,ADC_ Physical Inventory. Count. Date,ADC,Physical Inventory,,Count,,Date,,,0,1,
Inventory,63,INV_Physical_Inventory,13,,,,,1,,,,ASBIE,ADC_ Physical Inventory. System. ADC_ Measurement Quantity,ADC,Physical Inventory,,System,,,ADC,Measurement Quantity,0,1,
Inventory,63,INV_Physical_Inventory,14,,,,,1,,,,ASBIE,ADC_ Physical Inventory. Physical Count. ADC_ Measurement Quantity,ADC,Physical Inventory,,Physical Count,,,ADC,Measurement Quantity,0,1,
Inventory,63,INV_Physical_Inventory,15,Comment,String,%200s,"Comments on the count, the variances, or other information captured.",1,,,,BBIE,ADC_ Physical Inventory. Comment,ADC,Physical Inventory,,Comment,,Text,,,0,1,gl-cor:entryComment
Inventory,63,INV_Physical_Inventory,16,Posted_User_ID,String,%25s,The unique identifier for the person who posts the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.,2,REF,User_ID,BAS_User,RFBIE,ADC_ Physical Inventory. Posted By. ADC_ User,ADC,Physical Inventory,,Posted By,,,ADC,User,0,1,
Inventory,63,INV_Physical_Inventory,17,Posted_Date,Date,%10c,The date the transaction is posted.,2,,,,BBIE,ADC_ Physical Inventory. Posted. Date,ADC,Physical Inventory,,Posted,,Date,,,0,1,
