No,mnodule,class_id,attr_id,Trype,Level,Card,Oject Class term (entity),Property term (attribute),Representation term,Associated class,Referenced Class,(domain),Tag,Description,Ref. Object Class,Ref. Property
1435,PPE,PE02,24,BBIE,1,0..1,PPE Master,Residual Value,Monatary Amount,,,AMOUNT,ResiValue,Residual value of the PPE as of the report date.Typically calculated by an expected residual value ratio.,,
1436,PPE,PE02,25,BBIE,1,0..1,PPE Master,Accumulated Depreciation,Monatary Amount,,,AMOUNT,AccumDepre,Accumulated depreciation of the PPE as of the report date.,,
1437,PPE,PE02,26,BBIE,1,0..1,PPE Master,Impairment Provision,Monatary Amount,,,AMOUNT,ImprProv,Impairment provision of PPE as of the report date.,,
1438,PPE,PE02,27,BBIE,1,0..1,PPE Master,Net Book Value,Monatary Amount,,,AMOUNT,NetBookValue,"Net book value of PPE as of the report date, which equals the original cost minus accumulated depreciation and impairment provision.",,
1439,PPE,PE02,28,BBIE,1,0..1,PPE Master,Replacement Cost,Monatary Amount,,,AMOUNT,RplcCost,Replacement cost of the PPE as of the report date.,,
1440,PPE,PE02,29,BBIE,1,0..1,PPE Master,Fair Value,Monatary Amount,,,AMOUNT,FairValue,Fair value of PPE as of the report date.,,
1441,PPE,PE02,30,RFBIE,1,0..1,PPE Master,Functional Currency Code,,,Currency,CURRENCY CODE,FuncCurCd,Functional or group currency related to the balance (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,,
1442,PPE,PE02,31,BBIE,1,0..1,PPE Master,PPE Account Number,Code,,,GL ACCOUNT NUMBER 100,PpeAcntNr,GL account number on which the Balance Sheet amount is recognized after the asset has been put into operation.This number is generated either by manual input or by the system.Shall match the GL_Account_Number [GlAcntNr] in the BAS_Chart_Of_Accounts [BasChartOfAcnts] table.,,
1443,PPE,PE02,32,BBIE,1,0..1,PPE Master,Impairment Provision Account Number,Code,,,GL ACCOUNT NUMBER 100,ImprProvAccNum,Number of the GL account on which the Balance Sheet amount is recognized for an impairment provision account.This number is generated either by manual input or by the system.Shall match the GL_Account_Number [GlAcntNr] in the BAS_Chart_Of_Accounts [BasChartOfAcnts] table.,,
1444,PPE,PE02,33,BBIE,1,0..1,PPE Master,Accumulated Depreciation Account Number,Code,,,GL ACCOUNT NUMBER 100,AccumDepreAccNum,Number of the GL account on which the Balance Sheet amount is recognized for accumulated depreciation.This number is generated either by manual input or by the system.Shall match the GL_Account_Number [GlAcntNr] in the BAS_Chart_Of_Accounts [BasChartOfAcnts] table.,,
1445,PPE,PE02,PE51,ASBIE,1,0..1,PPE Master,Specified,,Created,,,Crea,Information about the data that was created into the system.,,
1446,PPE,PE51,01,RFBIE,2,0..1,Created,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1447,PPE,PE51,02,BBIE,2,0..1,Created,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1448,PPE,PE51,03,BBIE,2,0..1,Created,Time,Time,,,TIME,Tm,The time of activity.,,
1449,PPE,PE02,PE52,ASBIE,1,0..1,PPE Master,Specified,,Approved,,,Aprv,Information about the data was approved within the system.,,
1450,PPE,PE52,01,RFBIE,2,0..1,Approved,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1451,PPE,PE52,02,BBIE,2,0..1,Approved,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1452,PPE,PE52,03,BBIE,2,0..1,Approved,Time,Time,,,TIME,Tm,The time of activity.,,
1453,PPE,PE02,PE53,ASBIE,1,0..1,PPE Master,Specified,,Last Modified,,,LstMdf,Information about the data was  last modified within the system.,,
1454,PPE,PE53,01,RFBIE,2,0..1,Last Modified,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1455,PPE,PE53,02,BBIE,2,0..1,Last Modified,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1456,PPE,PE53,03,BBIE,2,0..1,Last Modified,Time,Time,,,TIME,Tm,The time of activity.,,
1457,PPE,PE02,PE54,ASBIE,1,0..n,PPE Master,Specified,,Business Segment,,,BusSg,Contains associated Business Segment information.,,
1458,PPE,PE54,01,BBIE,2,0..1,Business Segment,Sequence Number,Code,,,TEXT 60,SqNr,Number or text to keep the Business Segments in a predefined order.,,
1459,PPE,PE54,02,RFBIE,2,0..1,Business Segment,Business Segment Code,,,Business Segment,IDENTIFIER 25,BusSgCd,Contains a code to identify the associated business segment. Must match the Business_Segment_Code [BusSgCd] in BAS_Business_Segment [BasBusSg].,BAS BUSINESS SEGMENT,Business Segment Code
1460,PPE,PE03,,ABIE,0,--,PPE Addition,,,,,,PpeAdd,Contains the information of PPE addition transactions.,,
1461,PPE,PE03,01,BBIE,1,1..1,PPE Addition,Addition ID,Identifier,,,IDENTIFIER 60,AddId,Unique identifier for the addition entry.Typically auto-generated by the system.,,
1462,PPE,PE03,02,RFBIE,1,0..1,PPE Addition,PPE ID,,,PPE Master,IDENTIFIER 100,PpeId,Unique identifier for the PPE.Typically auto-generated by the system.Shall match the PPE_ID [PpeId] in the PPE_Master [PpeMaster] table.,PPE MASTER,PPE ID
1463,PPE,PE03,03,RFBIE,1,0..1,PPE Addition,Fiscal Year,,,Accounting Period,YEAR IDENTIFIER,FiscYr,"Fiscal year in which the Addition_Date [AddDt] occurs.The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD from ISO 8601-1.Shall match the Fiscal_Year [FiscYr] in the BAS_Accounting_Period [BasAcntingPer] table.",BAS ACCOUNTING PERIOD,Fiscal Year
1464,PPE,PE03,04,RFBIE,1,0..1,PPE Addition,Accounting Period,,,Accounting Period,PERIOD IDENTIFIER,AcntingPer,"Accounting period in which the Addition_Date [AddDt] occurs.EXAMPLE   W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, from any beginning date to any ending date.Shall match the Accounting_Period [AcntingPer] in the BAS_Accounting_Period [BasAcntingPer] table.",BAS ACCOUNTING PERIOD,Accounting Period
1465,PPE,PE03,05,BBIE,1,0..1,PPE Addition,Tag Number,Code,,,TEXT 60,TagNr,"Tag that used to be commonly used when there was no ERP system to record the PPE's state of the whole lifespan. It is still used by some ERP systems in the business of PPE.This number is usually generated by manual input or is system-generated.EXAMPLE   When there is a PPE, a tag is created correspondingly. Each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID [PpeId] as a unique identifier. If a tag only has one PPE, the PPE_ID [PpeId] is the same as the Tag_Number [TagNr].",,
1466,PPE,PE03,06,BBIE,1,0..1,PPE Addition,Addition Type Name,Text,,,TEXT 60,AddTypNm,"Description of the addition type.EXAMPLE   Purchase, Invest, Donate.",,
1467,PPE,PE03,07,BBIE,1,0..1,PPE Addition,Addition Date,Date,,,DATE,AddDt,Date when the addition transaction happens.,,
1468,PPE,PE03,08,BBIE,1,0..1,PPE Addition,Addition Reason,Text,,,TEXT 200,AddReason,Reason why the PPE is added.,,
1469,PPE,PE03,09,BBIE,1,0..1,PPE Addition,Addition Quantity,Quantity,,,QUANTITY,AddQt,Quantity of PPE to be added.,,
1470,PPE,PE03,10,BBIE,1,0..1,PPE Addition,Original Cost,Monatary Amount,,,AMOUNT,OriginalCost,Original cost of the PPE.,,
1471,PPE,PE03,11,RFBIE,1,0..1,PPE Addition,Functional Currency Code,,,Currency,CURRENCY CODE,FuncCurCd,Functional or group currency related to the balance (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,BAS CURRENCY,Currency Code
1472,PPE,PE03,PE55,ASBIE,1,0..1,PPE Addition,Specified,,Created,,,Crea,Information about the data that was created into the system.,,
1473,PPE,PE55,01,RFBIE,2,0..1,Created,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1474,PPE,PE55,02,BBIE,2,0..1,Created,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1475,PPE,PE55,03,BBIE,2,0..1,Created,Time,Time,,,TIME,Tm,The time of activity.,,
1476,PPE,PE03,PE56,ASBIE,1,0..1,PPE Addition,Specified,,Approved,,,Aprv,Information about the data was approved within the system.,,
1477,PPE,PE56,01,RFBIE,2,0..1,Approved,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1478,PPE,PE56,02,BBIE,2,0..1,Approved,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1479,PPE,PE56,03,BBIE,2,0..1,Approved,Time,Time,,,TIME,Tm,The time of activity.,,
1480,PPE,PE03,PE57,ASBIE,1,0..1,PPE Addition,Specified,,Last Modified,,,LstMdf,Information about the data was  last modified within the system.,,
1481,PPE,PE57,01,RFBIE,2,0..1,Last Modified,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1482,PPE,PE57,02,BBIE,2,0..1,Last Modified,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1483,PPE,PE57,03,BBIE,2,0..1,Last Modified,Time,Time,,,TIME,Tm,The time of activity.,,
1484,PPE,PE03,PE58,ASBIE,1,0..n,PPE Addition,Specified,,Business Segment,,,BusSg,Contains associated Business Segment information.,,
1485,PPE,PE58,01,BBIE,2,0..1,Business Segment,Sequence Number,Code,,,TEXT 60,SqNr,Number or text to keep the Business Segments in a predefined order.,,
1486,PPE,PE58,02,RFBIE,2,0..1,Business Segment,Business Segment Code,,,Business Segment,IDENTIFIER 25,BusSgCd,Contains a code to identify the associated business segment. Must match the Business_Segment_Code [BusSgCd] in BAS_Business_Segment [BasBusSg].,BAS BUSINESS SEGMENT,Business Segment Code
1487,PPE,PE04,,ABIE,0,--,PPE Removal,,,,,,PpeRmv,Contains the details related to PPE removal transactions.,,
1488,PPE,PE04,01,BBIE,1,1..1,PPE Removal,Removal ID,Identifier,,,IDENTIFIER 60,RmvId,Unique identifier for the removal entry.Typically auto-generated by the system.,,
1489,PPE,PE04,02,RFBIE,1,0..1,PPE Removal,PPE ID,,,PPE Master,IDENTIFIER 100,PpeId,Unique identifier for the PPE.Typically auto-generated by the system.Shall match the PPE_ID [PpeId] in the PPE_Master [PpeMaster] table.,PPE MASTER,PPE ID
1490,PPE,PE04,03,RFBIE,1,0..1,PPE Removal,Fiscal Year,,,Accounting Period,YEAR IDENTIFIER,FiscYr,"Fiscal year in which the Removal_Date [RmvDt] occurs.The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD from ISO 8601-1.Shall match the Fiscal_Year [FiscYr] in the BAS_Accounting_Period [BasAcntingPer] table.",BAS ACCOUNTING PERIOD,Fiscal Year
1491,PPE,PE04,04,RFBIE,1,0..1,PPE Removal,Accounting Period,,,Accounting Period,PERIOD IDENTIFIER,AcntingPer,"Accounting period in which the Removal_Date [RmvDt] occurs.EXAMPLE   W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, from any beginning date to any ending date.Shall match the Accounting_Period [AcntingPer] in the BAS_Accounting_Period [BasAcntingPer] table.",BAS ACCOUNTING PERIOD,Accounting Period
1492,PPE,PE04,05,BBIE,1,0..1,PPE Removal,Tag Number,Code,,,TEXT 60,TagNr,"Tag that used to be commonly used when there was no ERP system to record the PPE's state of the whole lifespan. It is still used by some ERP systems in the business of PPE.This number is usually generated by manual input or is system-generated.EXAMPLE   When there is a PPE, a tag is created correspondingly. Each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID [PpeId] as a unique identifier. If a tag only has one PPE, the PPE_ID [PpeId] is the same as the Tag_Number [TagNr].",,
1493,PPE,PE04,06,BBIE,1,0..1,PPE Removal,Removal Type Name,Text,,,TEXT 60,RmvTypNm,"Description of the removal type.EXAMPLE   Sale, retirement, disposal, damaged.",,
1494,PPE,PE04,07,BBIE,1,0..1,PPE Removal,Removal Date,Date,,,DATE,RmvDt,Date when the PPE is removed.,,
1495,PPE,PE04,08,BBIE,1,0..1,PPE Removal,Removal Reason,Text,,,TEXT 200,RmvReason,Reason why there was a removal.,,
1496,PPE,PE04,09,BBIE,1,0..1,PPE Removal,Removal Quantity,Quantity,,,QUANTITY,RmvQt,Reduced quantity of the PPE.,,
1497,PPE,PE04,10,BBIE,1,0..1,PPE Removal,Removal Original Cost,Monatary Amount,,,AMOUNT,RmvOriginalCost,Reduced original cost during the removal transaction.,,
1498,PPE,PE04,11,BBIE,1,0..1,PPE Removal,Removal Accumulated Depreciation,Monatary Amount,,,AMOUNT,RmvAccumDepre,Reduced accumulated depreciation during the removal transaction.,,
1499,PPE,PE04,12,BBIE,1,0..1,PPE Removal,Removal Impairment Provision,Monatary Amount,,,AMOUNT,RmvImprProv,Reduced impairment provision during the removal transaction.,,
1500,PPE,PE04,13,BBIE,1,0..1,PPE Removal,Removal Residual Value,Monatary Amount,,,AMOUNT,RmvResiValue,Reduced residual value during the removal transaction.,,
1501,PPE,PE04,14,BBIE,1,0..1,PPE Removal,Removal Cash Proceeds Amount,Monatary Amount,,,AMOUNT,RmvCashPrcdsAmt,Amount of cash proceeds received from the removal transaction.,,
1502,PPE,PE04,15,BBIE,1,0..1,PPE Removal,Removal Non Cash Proceeds Amount,Monatary Amount,,,AMOUNT,RmvNonCashPrcdsAmt,Amount of non-cash proceeds received from the removal transaction.,,
1503,PPE,PE04,16,BBIE,1,0..1,PPE Removal,Removal Expense,Monatary Amount,,,AMOUNT,RmvExpns,Expense generated from the removal transaction.,,
1504,PPE,PE04,17,BBIE,1,0..1,PPE Removal,Unrealized Gain Loss Amount,Monatary Amount,,,AMOUNT,UnrlzdGainLossAmt,Amount of the unrealized gain/loss recorded on the Balance Sheet of the removal transaction.,,
1505,PPE,PE04,18,BBIE,1,0..1,PPE Removal,Realized Gain Loss Amount,Monatary Amount,,,AMOUNT,RlzdGainLossAmt,Amount of realized gain/loss recorded on the Income Statement related to the removal transaction.,,
1506,PPE,PE04,19,RFBIE,1,0..1,PPE Removal,Functional Currency Code,,,Currency,CURRENCY CODE,FuncCurCd,Functional or group currency related to the balance (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,BAS CURRENCY,Currency Code
1507,PPE,PE04,20,RFBIE,1,0..1,PPE Removal,Unrealized Gain Loss Account Number,,,Chart Of Accounts,GL ACCOUNT NUMBER 100,UnrlzdGainLossAccNum,Number of the GL account on which Balance Sheet amount is recorded for unrealized gain/loss.This number is generated either by manual input or by the system.Shall match the GL_Account_Number [GlAcntNr] in the BAS_Chart_Of_Accounts [BasChartOfAcnts] table.,BAS CHART OF ACCOUNTS,GL Account Number
1508,PPE,PE04,21,RFBIE,1,0..1,PPE Removal,Realized Gain Loss Account Number,,,Chart Of Accounts,GL ACCOUNT NUMBER 100,RlzdGainLossAcntNum,GL account number on which the Income Statement amount is recognized for realized gain/loss.This number is generated either by manual input or by the system.Shall match the GL_Account_Number [GlAcntNr] in the BAS_Chart_Of_Accounts [BasChartOfAcnts] table.,BAS CHART OF ACCOUNTS,GL Account Number
1509,PPE,PE04,PE59,ASBIE,1,0..1,PPE Removal,Specified,,Created,,,Crea,Information about the data that was created into the system.,,
1510,PPE,PE59,01,RFBIE,2,0..1,Created,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1511,PPE,PE59,02,BBIE,2,0..1,Created,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
