d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A027-002,I,A026-A076-001,A026-A076-002,A026-A076-003,A025-A001-001,A025-A001-002,A025-A001-003,P,Q,R,S,A026-014,A026-012,A026-011,A025-009,A025-002,Y,A026-003,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-013,AM,A026-010,A026-A001-001,A026-A001-002,A026-A001-003,A026-A001-004,
0001-20091216-144-1952-1-4365,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,404,ISO4217:JPY,2009-12-16,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091216-144-1952-1-4365,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20091216-149-1953-1-4367,,,,entries,1953-4367,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,149,standard,,,,,,,,,,,,,,,,,,
0001-20091216-149-1953-1-4367,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,9524,ISO4217:JPY,2009-12-16,proposed,EntertainmentExpense,忘年会会費,,,,,
0001-20091216-149-1953-1-4367,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20091216-149-1953-1-4367,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,476,ISO4217:JPY,2009-12-16,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091216-149-1953-1-4367,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20091216-149-1953-1-4367,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,10000,ISO4217:JPY,2009-12-16,proposed,CashHand,忘年会会費,,,,,
0001-20091216-149-1953-1-4367,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091216-152-1954-1-4369,,,,entries,1954-4369,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,152,standard,,,,,,,,,,,,,,,,,,
0001-20091216-152-1954-1-4369,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,9524,ISO4217:JPY,2009-12-16,proposed,EntertainmentExpense,忘年会会費,,,,,
0001-20091216-152-1954-1-4369,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20091216-152-1954-1-4369,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,476,ISO4217:JPY,2009-12-16,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091216-152-1954-1-4369,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20091216-152-1954-1-4369,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,10000,ISO4217:JPY,2009-12-16,proposed,CashHand,忘年会会費,,,,,
0001-20091216-152-1954-1-4369,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091216-156-1955-1-4371,,,,entries,1955-4371,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,156,standard,,,,,,,,,,,,,,,,,,
0001-20091216-156-1955-1-4371,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,726,Travel expenses,account,,,,debit,8191,ISO4217:JPY,2009-12-16,proposed,TravelingExpense,出張旅費,,,,,
0001-20091216-156-1955-1-4371,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20091216-156-1955-1-4371,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,409,ISO4217:JPY,2009-12-16,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091216-156-1955-1-4371,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20091216-156-1955-1-4371,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,8600,ISO4217:JPY,2009-12-16,proposed,CashHand,出張旅費,,,,,
0001-20091216-156-1955-1-4371,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091216-57-1948-1-4357,,,,entries,1948-4357,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,57,standard,,,,,,,,,,,,,,,,,,
0001-20091216-57-1948-1-4357,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,726,Travel expenses,account,,,,debit,105381,ISO4217:JPY,2009-12-16,proposed,TravelingExpense,JR代,,,,,
0001-20091216-57-1948-1-4357,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091216-57-1948-1-4357,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,5269,ISO4217:JPY,2009-12-16,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091216-57-1948-1-4357,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091216-57-1948-1-4357,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,110650,ISO4217:JPY,2009-12-16,proposed,CashHand,JR代,,,,,
0001-20091216-57-1948-1-4357,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091216-61-1949-1-4359,,,,entries,1949-4359,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,61,standard,,,,,,,,,,,,,,,,,,
0001-20091216-61-1949-1-4359,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,727,Communication cost,account,,,,debit,134952,ISO4217:JPY,2009-12-16,proposed,CommunicationCost,電話代,,,,,
0001-20091216-61-1949-1-4359,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091216-61-1949-1-4359,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,6747,ISO4217:JPY,2009-12-16,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091216-61-1949-1-4359,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091216-61-1949-1-4359,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,credit,141699,ISO4217:JPY,2009-12-16,proposed,OrdinaryDeposit,電話代,,,,,
0001-20091216-61-1949-1-4359,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091216-61-1949-1-4359,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Mizuho Bank Head Office,20,Sub account,,,,,,,,,,,,
0001-20091216-74-1950-1-4361,,,,entries,1950-4361,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,74,standard,,,,,,,,,,,,,,,,,,
0001-20091216-74-1950-1-4361,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,9524,ISO4217:JPY,2009-12-16,proposed,EntertainmentExpense,忘年会会費,,,,,
0001-20091216-74-1950-1-4361,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091216-74-1950-1-4361,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,476,ISO4217:JPY,2009-12-16,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091216-74-1950-1-4361,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091216-74-1950-1-4361,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,10000,ISO4217:JPY,2009-12-16,proposed,CashHand,忘年会会費,,,,,
0001-20091216-74-1950-1-4361,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,,,,entries,1956-4373,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,12,standard,,,,,,,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,7473,ISO4217:JPY,2009-12-17,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,373,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,19428,ISO4217:JPY,2009-12-17,proposed,CashHand,ガソリン代,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,2858,ISO4217:JPY,2009-12-17,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,142,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,6174,ISO4217:JPY,2009-12-17,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,308,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,2000,ISO4217:JPY,2009-12-17,proposed,VehiclesExpense,高速代,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,100,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-12-1956-1-4373,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-164-1960-1-4381,,,,entries,1960-4381,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,164,standard,,,,,,,,,,,,,,,,,,
0001-20091217-164-1960-1-4381,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,754,Office consumables expenses,account,,,,debit,11391,ISO4217:JPY,2009-12-17,proposed,StationeryExpense,事務用品,,,,,
0001-20091217-164-1960-1-4381,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20091217-164-1960-1-4381,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,569,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-164-1960-1-4381,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20091217-164-1960-1-4381,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,11960,ISO4217:JPY,2009-12-17,proposed,CashHand,事務用品,,,,,
0001-20091217-164-1960-1-4381,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091217-32-1957-1-4375,,,,entries,1957-4375,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,32,standard,,,,,,,,,,,,,,,,,,
0001-20091217-32-1957-1-4375,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,754,Office consumables expenses,account,,,,debit,1359,ISO4217:JPY,2009-12-17,proposed,StationeryExpense,事務用品費,,,,,
0001-20091217-32-1957-1-4375,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-32-1957-1-4375,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,67,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-32-1957-1-4375,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20091217-32-1957-1-4375,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,322,Credit card accounts payable,account,,,,credit,1426,ISO4217:JPY,2009-12-17,proposed,AccountsPayableOther,事務用品費,,,,,
0001-20091217-32-1957-1-4375,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091217-45-1958-1-4377,,,,entries,1958-4377,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,45,standard,,,,,,,,,,,,,,,,,,
0001-20091217-45-1958-1-4377,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,19048,ISO4217:JPY,2009-12-17,proposed,EntertainmentExpense,忘年会会費2名,,,,,
0001-20091217-45-1958-1-4377,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091217-45-1958-1-4377,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,952,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-45-1958-1-4377,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091217-45-1958-1-4377,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,20000,ISO4217:JPY,2009-12-17,proposed,CashHand,忘年会会費2名,,,,,
0001-20091217-45-1958-1-4377,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,,,,entries,1959-4379,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,52,standard,,,,,,,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,1096,ISO4217:JPY,2009-12-17,proposed,VehiclesExpense,高速代,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,54,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,3800,ISO4217:JPY,2009-12-17,proposed,CashHand,高速代,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,1096,ISO4217:JPY,2009-12-17,proposed,VehiclesExpense,高速代,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,54,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,1429,ISO4217:JPY,2009-12-17,proposed,VehiclesExpense,高速代,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,71,ISO4217:JPY,2009-12-17,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091217-52-1959-1-4379,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20091218-104-1963-1-4387,,,,entries,1963-4387,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,104,standard,,,,,,,,,,,,,,,,,,
0001-20091218-104-1963-1-4387,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,7620,ISO4217:JPY,2009-12-18,proposed,EntertainmentExpense,忘年会会費,,,,,
0001-20091218-104-1963-1-4387,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20091218-104-1963-1-4387,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,380,ISO4217:JPY,2009-12-18,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091218-104-1963-1-4387,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20091218-104-1963-1-4387,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,8000,ISO4217:JPY,2009-12-18,proposed,CashHand,忘年会会費,,,,,
0001-20091218-104-1963-1-4387,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091218-153-1964-1-4389,,,,entries,1964-4389,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,153,standard,,,,,,,,,,,,,,,,,,
0001-20091218-153-1964-1-4389,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,7620,ISO4217:JPY,2009-12-18,proposed,EntertainmentExpense,忘年会会費,,,,,
0001-20091218-153-1964-1-4389,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20091218-153-1964-1-4389,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,380,ISO4217:JPY,2009-12-18,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20091218-153-1964-1-4389,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20091218-153-1964-1-4389,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,8000,ISO4217:JPY,2009-12-18,proposed,CashHand,忘年会会費,,,,,
0001-20091218-153-1964-1-4389,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20091218-8-1961-1-4383,,,,entries,1961-4383,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:38,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,8,standard,,,,,,,,,,,,,,,,,,
0001-20091218-8-1961-1-4383,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,19048,ISO4217:JPY,2009-12-18,proposed,EntertainmentExpense,定例ミーティング会費,,,,,
0001-20091218-8-1961-1-4383,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
