d_A025,d_A026,d_A001,A026-A076-001,A026-A076-002,A026-014,A026-012,A026-011,A025-009,A026-A009-001,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-010,A026-A001-001,A026-A001-002,A026-A001-003
0001-20091120-73-1741-1-3943,6,,,,,,,,737,Supplies expense,account,,,,debit,12458,ISO4217:JPY,2009-11-20,名刺代,,,
0001-20091120-73-1741-1-3943,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-73-1741-1-3943,7,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,622,ISO4217:JPY,2009-11-20,,,,
0001-20091120-73-1741-1-3943,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-89-1742-1-3945,1,,,,,,,,736,Utility bills,account,,,,debit,92172,ISO4217:JPY,2009-11-20,電気料,,,
0001-20091120-89-1742-1-3945,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,4608,ISO4217:JPY,2009-11-20,,,,
0001-20091120-89-1742-1-3945,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,3,,,,,,,,131,Ordinary deposit,account,,,,credit,105623,ISO4217:JPY,2009-11-20,電気料,,,
0001-20091120-89-1742-1-3945,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,4,,,,,,,,736,Utility bills,account,,,,debit,4059,ISO4217:JPY,2009-11-20,水道料,,,
0001-20091120-89-1742-1-3945,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,202,ISO4217:JPY,2009-11-20,,,,
0001-20091120-89-1742-1-3945,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,6,,,,,,,,736,Utility bills,account,,,,debit,4364,ISO4217:JPY,2009-11-20,ガス代,,,
0001-20091120-89-1742-1-3945,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-89-1742-1-3945,7,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,218,ISO4217:JPY,2009-11-20,,,,
0001-20091120-89-1742-1-3945,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-97-1743-1-3947,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-97-1743-1-3947,1,,,,,,,,754,Office consumables expenses,account,,,,debit,37144,ISO4217:JPY,2009-11-20,コピー代,,,
0001-20091120-97-1743-1-3947,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-97-1743-1-3947,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1857,ISO4217:JPY,2009-11-20,,,,
0001-20091120-97-1743-1-3947,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-97-1743-1-3947,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,39001,ISO4217:JPY,2009-11-20,コピー代,,,
0001-20091120-97-1743-1-3947,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-98-1744-1-3949,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-98-1744-1-3949,1,,,,,,,,754,Office consumables expenses,account,,,,debit,3378,ISO4217:JPY,2009-11-20,事務用品,,,
0001-20091120-98-1744-1-3949,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-98-1744-1-3949,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,168,ISO4217:JPY,2009-11-20,,,,
0001-20091120-98-1744-1-3949,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-98-1744-1-3949,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,3546,ISO4217:JPY,2009-11-20,事務用品,,,
0001-20091120-98-1744-1-3949,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-160-1760-1-3981,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091121-160-1760-1-3981,1,,,,,,,,726,Travel expenses,account,,,,debit,90515,ISO4217:JPY,2009-11-21,出張旅費,,,
0001-20091121-160-1760-1-3981,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-160-1760-1-3981,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,4525,ISO4217:JPY,2009-11-21,,,,
0001-20091121-160-1760-1-3981,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-160-1760-1-3981,3,,,,,,,,111,Cash,account,,,,credit,95040,ISO4217:JPY,2009-11-21,出張旅費,,,
0001-20091121-160-1760-1-3981,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-163-1761-1-3983,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091121-163-1761-1-3983,1,,,,,,,,742,Dues,account,,,,debit,18000,ISO4217:JPY,2009-11-21,会費,,,
0001-20091121-163-1761-1-3983,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-163-1761-1-3983,2,,,,,,,,111,Cash,account,,,,credit,18000,ISO4217:JPY,2009-11-21,会費,,,
0001-20091121-163-1761-1-3983,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-25-1758-1-3977,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091121-25-1758-1-3977,1,,,,,,,,726,Travel expenses,account,,,,debit,53334,ISO4217:JPY,2009-11-21,旅費,,,
0001-20091121-25-1758-1-3977,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-25-1758-1-3977,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2666,ISO4217:JPY,2009-11-21,,,,
0001-20091121-25-1758-1-3977,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-25-1758-1-3977,3,,,,,,,,111,Cash,account,,,,credit,56000,ISO4217:JPY,2009-11-21,旅費,,,
0001-20091121-25-1758-1-3977,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-69-1759-1-3979,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091121-69-1759-1-3979,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,1077,ISO4217:JPY,2009-11-21,ティッシュ代,,,
0001-20091121-69-1759-1-3979,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-69-1759-1-3979,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,53,ISO4217:JPY,2009-11-21,,,,
0001-20091121-69-1759-1-3979,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091121-69-1759-1-3979,3,,,,,,,,111,Cash,account,,,,credit,1130,ISO4217:JPY,2009-11-21,ティッシュ代,,,
0001-20091121-69-1759-1-3979,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-105-1767-1-3995,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-105-1767-1-3995,1,,,,,,,,733,Entertainment expenses,account,,,,debit,2343,ISO4217:JPY,2009-11-22,コーヒー代他2名,,,
0001-20091122-105-1767-1-3995,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-105-1767-1-3995,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,117,ISO4217:JPY,2009-11-22,,,,
0001-20091122-105-1767-1-3995,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-105-1767-1-3995,3,,,,,,,,111,Cash,account,,,,credit,18597,ISO4217:JPY,2009-11-22,コーヒー代他2名,,,
0001-20091122-105-1767-1-3995,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-105-1767-1-3995,4,,,,,,,,733,Entertainment expenses,account,,,,debit,6074,ISO4217:JPY,2009-11-22,食事代　串揚げ一心2名,,,
0001-20091122-105-1767-1-3995,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-105-1767-1-3995,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,303,ISO4217:JPY,2009-11-22,,,,
0001-20091122-105-1767-1-3995,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-105-1767-1-3995,6,,,,,,,,733,Entertainment expenses,account,,,,debit,9296,ISO4217:JPY,2009-11-22,飲食代　カフェバーラウル,,,
0001-20091122-105-1767-1-3995,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-105-1767-1-3995,7,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,464,ISO4217:JPY,2009-11-22,,,,
0001-20091122-105-1767-1-3995,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-107-1768-1-3997,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-107-1768-1-3997,1,,,,,,,,733,Entertainment expenses,account,,,,debit,10000,ISO4217:JPY,2009-11-22,結婚祝い金,,,
0001-20091122-107-1768-1-3997,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-107-1768-1-3997,2,,,,,,,,111,Cash,account,,,,credit,10000,ISO4217:JPY,2009-11-22,結婚祝い金,,,
0001-20091122-107-1768-1-3997,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-159-1769-1-3999,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-159-1769-1-3999,1,,,,,,,,726,Travel expenses,account,,,,debit,12381,ISO4217:JPY,2009-11-22,タクシー代,,,
0001-20091122-159-1769-1-3999,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-159-1769-1-3999,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,619,ISO4217:JPY,2009-11-22,,,,
0001-20091122-159-1769-1-3999,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-159-1769-1-3999,3,,,,,,,,111,Cash,account,,,,credit,13000,ISO4217:JPY,2009-11-22,タクシー代,,,
0001-20091122-159-1769-1-3999,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-166-1770-1-4001,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-166-1770-1-4001,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,1800,ISO4217:JPY,2009-11-22,ダスキン代,,,
0001-20091122-166-1770-1-4001,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-166-1770-1-4001,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,90,ISO4217:JPY,2009-11-22,,,,
0001-20091122-166-1770-1-4001,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-166-1770-1-4001,3,,,,,,,,111,Cash,account,,,,credit,1890,ISO4217:JPY,2009-11-22,ダスキン代,,,
0001-20091122-166-1770-1-4001,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-48-1762-1-3985,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-48-1762-1-3985,1,,,,,,,,740,Vehicle costs,account,,,,debit,3298,ISO4217:JPY,2009-11-22,ガソリン代,,,
0001-20091122-48-1762-1-3985,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-48-1762-1-3985,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,164,ISO4217:JPY,2009-11-22,,,,
0001-20091122-48-1762-1-3985,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-48-1762-1-3985,3,,,,,,,,111,Cash,account,,,,credit,3462,ISO4217:JPY,2009-11-22,ガソリン代,,,
0001-20091122-48-1762-1-3985,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-62-1763-1-3987,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-62-1763-1-3987,1,,,,,,,,724,Welfare expense,account,,,,debit,10524,ISO4217:JPY,2009-11-22,お茶代,,,
0001-20091122-62-1763-1-3987,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-62-1763-1-3987,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,526,ISO4217:JPY,2009-11-22,,,,
0001-20091122-62-1763-1-3987,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-62-1763-1-3987,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,11050,ISO4217:JPY,2009-11-22,お茶代,,,
0001-20091122-62-1763-1-3987,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-80-1764-1-3989,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-80-1764-1-3989,1,,,,,,,,726,Travel expenses,account,,,,debit,29524,ISO4217:JPY,2009-11-22,旅費,,,
0001-20091122-80-1764-1-3989,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-80-1764-1-3989,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1476,ISO4217:JPY,2009-11-22,,,,
0001-20091122-80-1764-1-3989,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-80-1764-1-3989,3,,,,,,,,111,Cash,account,,,,credit,31000,ISO4217:JPY,2009-11-22,旅費,,,
0001-20091122-80-1764-1-3989,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-90-1765-1-3991,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-90-1765-1-3991,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,10000,ISO4217:JPY,2009-11-22,ダスキン代,,,
0001-20091122-90-1765-1-3991,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-90-1765-1-3991,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,500,ISO4217:JPY,2009-11-22,,,,
0001-20091122-90-1765-1-3991,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-90-1765-1-3991,3,,,,,,,,111,Cash,account,,,,credit,10500,ISO4217:JPY,2009-11-22,ダスキン代,,,
0001-20091122-90-1765-1-3991,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-95-1766-1-3993,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091122-95-1766-1-3993,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,68262,ISO4217:JPY,2009-11-22,清掃料,,,
0001-20091122-95-1766-1-3993,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-95-1766-1-3993,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,3413,ISO4217:JPY,2009-11-22,,,,
0001-20091122-95-1766-1-3993,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091122-95-1766-1-3993,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,71675,ISO4217:JPY,2009-11-22,清掃料,,,
0001-20091122-95-1766-1-3993,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-13-1772-1-4005,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091123-13-1772-1-4005,1,,,,,,,,740,Vehicle costs,account,,,,debit,10477,ISO4217:JPY,2009-11-23,ガソリン代,,,
0001-20091123-13-1772-1-4005,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-13-1772-1-4005,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,523,ISO4217:JPY,2009-11-23,,,,
0001-20091123-13-1772-1-4005,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-13-1772-1-4005,3,,,,,,,,111,Cash,account,,,,credit,11000,ISO4217:JPY,2009-11-23,ガソリン代,,,
0001-20091123-13-1772-1-4005,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-140-1777-1-4015,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091123-140-1777-1-4015,1,,,,,,,,726,Travel expenses,account,,,,debit,4381,ISO4217:JPY,2009-11-23,旅費,,,
0001-20091123-140-1777-1-4015,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-140-1777-1-4015,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,219,ISO4217:JPY,2009-11-23,,,,
0001-20091123-140-1777-1-4015,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-140-1777-1-4015,3,,,,,,,,111,Cash,account,,,,credit,4600,ISO4217:JPY,2009-11-23,旅費,,,
0001-20091123-140-1777-1-4015,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-26-1773-1-4007,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091123-26-1773-1-4007,1,,,,,,,,726,Travel expenses,account,,,,debit,10477,ISO4217:JPY,2009-11-23,旅費,,,
0001-20091123-26-1773-1-4007,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-26-1773-1-4007,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,523,ISO4217:JPY,2009-11-23,,,,
0001-20091123-26-1773-1-4007,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-26-1773-1-4007,3,,,,,,,,111,Cash,account,,,,credit,11000,ISO4217:JPY,2009-11-23,旅費,,,
0001-20091123-26-1773-1-4007,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-28-1774-1-4009,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091123-28-1774-1-4009,1,,,,,,,,726,Travel expenses,account,,,,debit,2305,ISO4217:JPY,2009-11-23,タクシー代,,,
0001-20091123-28-1774-1-4009,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-28-1774-1-4009,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,115,ISO4217:JPY,2009-11-23,,,,
0001-20091123-28-1774-1-4009,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-28-1774-1-4009,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,2420,ISO4217:JPY,2009-11-23,タクシー代,,,
0001-20091123-28-1774-1-4009,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-3-1771-1-4003,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091123-3-1771-1-4003,1,,,,,,,,724,Welfare expense,account,,,,debit,29544,ISO4217:JPY,2009-11-23,宿泊代,,,
0001-20091123-3-1771-1-4003,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-3-1771-1-4003,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1477,ISO4217:JPY,2009-11-23,,,,
0001-20091123-3-1771-1-4003,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-3-1771-1-4003,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,31021,ISO4217:JPY,2009-11-23,宿泊代,,,
0001-20091123-3-1771-1-4003,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091123-82-1775-1-4011,1,,,,,,,,711,Executive compensation,account,,,,debit,1720000,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,2,,,,,,,,131,Ordinary deposit,account,,,,credit,1122255,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,3,,,,,,,,326,Deposit,account,,,,credit,120411,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,4,,,,,,,,326,Deposit,account,,,,credit,171200,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,4,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,5,,,,,,,,326,Deposit,account,,,,credit,164442,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,5,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,6,,,,,,,,326,Deposit,account,,,,credit,133972,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,6,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,7,,,,,,,,326,Deposit,account,,,,credit,7720,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,7,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,8,,,,,,,,712,salary,account,,,,debit,1946464,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,8,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,9,,,,,,,,131,Ordinary deposit,account,,,,credit,1477097,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,9,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,9,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,10,,,,,,,,326,Deposit,account,,,,credit,236045,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,10,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,10,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,11,,,,,,,,326,Deposit,account,,,,credit,104300,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,11,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,11,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,12,,,,,,,,326,Deposit,account,,,,credit,35440,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,12,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,12,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,13,,,,,,,,326,Deposit,account,,,,credit,43305,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,13,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,13,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,14,,,,,,,,326,Deposit,account,,,,credit,50277,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,14,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,14,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,15,,,,,,,,712,salary,account,,,,debit,855566,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,15,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,16,,,,,,,,131,Ordinary deposit,account,,,,credit,593191,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,16,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,16,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,17,,,,,,,,326,Deposit,account,,,,credit,103424,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,17,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,17,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,18,,,,,,,,326,Deposit,account,,,,credit,46300,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,18,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,18,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,19,,,,,,,,326,Deposit,account,,,,credit,13470,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,19,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,19,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,20,,,,,,,,326,Deposit,account,,,,credit,50648,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,20,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,20,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,21,,,,,,,,326,Deposit,account,,,,credit,48533,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,21,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,21,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,22,,,,,,,,131,Ordinary deposit,account,,,,credit,565977,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,22,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,22,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,23,,,,,,,,712,salary,account,,,,debit,798648,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,23,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,24,,,,,,,,326,Deposit,account,,,,credit,96352,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,24,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,24,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,25,,,,,,,,326,Deposit,account,,,,credit,42600,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,25,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,25,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,26,,,,,,,,326,Deposit,account,,,,credit,8670,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,26,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,26,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,27,,,,,,,,326,Deposit,account,,,,credit,40759,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,27,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,27,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,28,,,,,,,,326,Deposit,account,,,,credit,44290,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,28,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,28,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091123-82-1775-1-4011,29,,,,,,,,712,salary,account,,,,debit,1004194,ISO4217:JPY,2009-11-23,11月給与Others,,,
0001-20091123-82-1775-1-4011,29,1,,,,,,,,,,,,,,,,,,,,account sub
